id	gid	type	name
1078	499	corp	University Regent Theatre (Syracuse, N.Y.) 
1079	500	corp	University/Resident Theatre Association (U/RTA)
1080	500	corp	University/Resident Theatre Association
1081	501	corp	US Army Military History Institute. Senior Officer Oral History P…. [active 1941 – 1active 1986]
1082	501	corp	US Army Military History Institute. Senior Officer Oral History P…. [person]
1083	502	pers	Usery, W.J. (1923-)
1084	502	pers	Usery, W.J., 1923-
1085	503	pers	Usher, Ellis B., 1785-1855
1086	503	pers	Usher, Ellis Baker, 1785-1855
1087	503	pers	Usher, Ellis-Baker
1088	504	pers	Usher, Leila, 1858-
1089	504	pers	Usher Leila, 1859-1955
1090	504	pers	Usher, Leia, 1859-1955
1091	505	pers	Usher, Patrick, 1801-1843
1092	505	pers	Usher, Patrick, fl. 1839-1843
1093	506	corp	USM Libraries. de Grummond Children's Literature collection [active 1951 – active 1998]
1094	506	corpn	USM Libraries. deGrummond children's Literature collection [active approximate – active 1980]
1095	507	pers	Uspenskii, Gleb Ivanovich, 1843-1902
1096	507	pers	Uspenskii, Glev Ivanovich, 1843-1902
1097	508	pers	Ustinov, Peter, 1921- 2004
1098	508	pers	Ustinov, Peter [active 1914 – active 2001]
1099	509	pers	Usuard, 876or 7
1100	509	pers	Usuard, d. 876 or 7
